"","X","display_title","mpaa_rating","critics_pick","byline","headline","summary_short","publication_date","opening_date","date_updated","link","multimedia"
"2346",5,"Who Will Write Our History","",1,"KEN JAWOROWSKI","‘Who Will Write Our History’ Review: A Vital Holocaust Documentary","The film, directed by Roberta Grossman, tells the story of Oyneg Shabes, a group of Jews imprisoned in the Warsaw Ghetto who worked to document their culture.","2019-01-17","2018-07-21","2019-02-17 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/01/17/movies/who-will-write-our-history-review.html', 'suggested_link_text': 'Read the New York Times Review of Who Will Write Our History'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/01/18/arts/18whowill1/whowill1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2347",6,"Don't Come Back from the Moon","",1,"JEANNETTE CATSOULIS","‘Don’t Come Back From the Moon’ Review: When Men Leave, Children Grow Up.","Blending shimmering photography and a compassionate tone, Bruce Thierry Cheung’s wistful tale of abandoned children is unexpectedly haunting.","2019-01-17","2019-01-18","2019-01-25 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/01/17/movies/dont-come-back-from-the-moon-review.html', 'suggested_link_text': ""Read the New York Times Review of Don't Come Back from the Moon""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/01/18/arts/18dont1/dont1-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2348",7,"The 5 Browns","",1,"GLENN KENNY","‘The 5 Browns’ Review: United by Music and Scarred by Sexual Abuse","A new documentary tells the painful but ultimately hopeful story of a classical music quintet of siblings, three of whom were molested by their father.","2019-01-22","2019-01-23","2019-01-22 14:24:02","{'type': 'article', 'url': 'http://www.nytimes.com/2019/01/22/movies/the-5-browns-digging-through-the-darkness-review.html', 'suggested_link_text': 'Read the New York Times Review of The 5 Browns'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/01/23/arts/23thefivebrowns1/23thefivebrowns1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2349",8,"The Image Book","",1,"A.O. SCOTT","‘The Image Book’ Review: Godard Looks at Violence, and Movies","Jean-Luc Godard’s latest film is a gloomy, lively essay on some disturbing history, cinema and himself.","2019-01-23","2019-01-25","2019-02-18 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/01/23/movies/review-the-image-book.html', 'suggested_link_text': 'Read the New York Times Review of The Image Book'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/01/25/arts/25theimagebook1/merlin_149292291_281bb838-6d4b-40b0-a418-111dadf88c9b-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2350",9,"Never Fear","",1,"MANOHLA DARGIS","Review: Revisiting a Film from Ida Lupino, Hollywood Star Turned Director","“Never Fear,” a 1949 movie directed by Lupino that has been superbly restored, tells the story of a dancer felled by polio.","2019-01-24","1950-01-01","2019-02-01 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2019/01/24/movies/never-fear-the-young-lovers-review.html', 'suggested_link_text': 'Read the New York Times Review of Never Fear'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/01/25/arts/25neverfear/25neverfear-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2351",10,"Velvet Buzzsaw","R",1,"GLENN KENNY","‘Velvet Buzzsaw’ Review: Art Snobs Get a Gory Comeuppance","In this bilious satire, Jake Gyllenhaal plays an art critic on the edge of sanity as the paintings he covets turn murderous.","2019-01-30","2019-02-01","2019-02-15 03:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/01/30/movies/velvet-buzzsaw-review.html', 'suggested_link_text': 'Read the New York Times Review of Velvet Buzzsaw'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/02/01/arts/01velvet/01velvet-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2352",11,"Daughter of Mine","",1,"JEANNETTE CATSOULIS","‘Daughter of Mine’ Review: Lessons in Imperfect Parenting","Ardent and primal, Laura Bispuri’s drama addresses complicated ideas with head-clearing simplicity.","2019-01-31","2019-02-01","2019-02-15 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/01/31/movies/daughter-of-mine-review.html', 'suggested_link_text': 'Read the New York Times Review of Daughter of Mine'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/02/01/arts/01daughter1/daughter1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2353",12,"The Oscar Nominated Short Films 2019: Animation","",1,"BILGE EBIRI","‘The 2019 Oscar Nominated Short Films’ Review: Heartbreak, Abbreviated","This year’s Oscar-nominated shorts will make you cry, laugh, cry, think, cry, wonder, and cry some more. Have we mentioned they might also make you cry?","2019-02-06","","2019-02-08 16:24:03","{'type': 'article', 'url': 'http://www.nytimes.com/2019/02/06/movies/2019-oscar-nominated-short-films-review.html', 'suggested_link_text': 'Read the New York Times Review of The Oscar Nominated Short Films 2019: Animation'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/02/08/arts/08oscarshorts1/08oscarshorts1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2354",13,"The Oscar Nominated Short Films 2019: Documentary","",1,"BILGE EBIRI","‘The 2019 Oscar Nominated Short Films’ Review: Heartbreak, Abbreviated","This year’s Oscar-nominated shorts will make you cry, laugh, cry, think, cry, wonder, and cry some more. Have we mentioned they might also make you cry?","2019-02-06","","2019-02-08 16:24:04","{'type': 'article', 'url': 'http://www.nytimes.com/2019/02/06/movies/2019-oscar-nominated-short-films-review.html', 'suggested_link_text': 'Read the New York Times Review of The Oscar Nominated Short Films 2019: Documentary'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/02/08/arts/08oscarshorts1/08oscarshorts1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2355",14,"High Flying Bird","",1,"A.O. SCOTT","‘High Flying Bird’ Review: A Thrilling Dunk on Capitalism","The director Steven Soderbergh teams up with Tarell Alvin McCraney and André Holland to take on the contradictions of modern sports culture.","2019-02-07","2019-02-08","2019-02-15 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/02/07/movies/high-flying-bird-review.html', 'suggested_link_text': 'Read the New York Times Review of High Flying Bird'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/02/08/arts/08high-flying-2/08high-flying-2-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2356",15,"One Million American Dreams","",1,"GLENN KENNY","‘One Million American Dreams’ Review: Stories From New York’s Potter’s Field","This haunting documentary guides viewers through heartbreaking tales of the lost souls buried on Hart Island.","2019-02-07","2019-02-08","2019-02-15 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/02/07/movies/one-million-american-dreams-review.html', 'suggested_link_text': 'Read the New York Times Review of One Million American Dreams'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/02/08/arts/08onemillion/08onemillion-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2357",16,"Sorry Angel","",1,"GLENN KENNY","‘Sorry Angel’ Review: A Love Affair Two Men Start, Knowing the End","Set in early 1990s Paris, Christophe Honoré’s new film presents us with a middle-aged, H.I.V.-stricken writer falling, wearily, for a bookish 20-something.","2019-02-12","2019-02-15","2019-03-08 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2019/02/12/movies/sorry-angel-review.html', 'suggested_link_text': 'Read the New York Times Review of Sorry Angel'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/02/15/arts/15sorryangel/15sorryangel-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2358",17,"Birds of Passage","",1,"A.O. SCOTT","‘Birds of Passage’ Review: An Epic Narco Tale That Will Open Your Eyes","Cristina Gallego and Ciro Guerra follow their Oscar-nominated “Embrace of the Serpent” with a saga of the drug trade set amid the Wayuu of northern Colombia.","2019-02-12","2019-02-13","2019-03-12 16:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/02/12/movies/birds-of-passage-review.html', 'suggested_link_text': 'Read the New York Times Review of Birds of Passage'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/02/13/arts/13birdsofpassage3-dress/13birdsofpassage3-dress-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2359",18,"Fighting with My Family","PG-13",1,"MANOHLA DARGIS","‘Fighting With My Family’ Review: They Body Slam You, Your Mum and Dad. Lovingly.","Dwayne Johnson helped produce this charming comedy about a family of professional wrestlers, their chops, drops and drama.","2019-02-13","2019-02-14","2019-03-13 16:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/02/13/movies/fighting-with-my-family-review.html', 'suggested_link_text': 'Read the New York Times Review of Fighting with My Family'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/02/15/arts/15fightingwith-1/merlin_150317973_37f88b4b-da96-4fb4-b48f-905888f1e4e0-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2360",19,"Clara's Ghost","Not Rated",1,"TEO BUGBEE","‘Clara’s Ghost’ Review: A Family of Performers, a Night of Hysteria","This unhinged comedy shines a spotlight on a family’s maladjusted dynamics.","2019-02-13","2018-12-06","2019-02-13 21:24:03","{'type': 'article', 'url': 'http://www.nytimes.com/2019/02/13/movies/claras-ghost-review.html', 'suggested_link_text': ""Read the New York Times Review of Clara's Ghost""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/02/12/movies/clara1/clara1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2361",0,"A Tuba to Cuba","",1,"JEANNETTE CATSOULIS","‘A Tuba to Cuba’ Review: A New Orleans Jazz Band Makes a Caribbean Connection","This joyous documentary follows the Preservation Hall Jazz Band to Cuba for a celebration of musical history and common bonds.","2019-02-14","2019-02-15","2019-03-01 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2019/02/14/movies/a-tuba-to-cuba-review.html', 'suggested_link_text': 'Read the New York Times Review of A Tuba to Cuba'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/02/15/arts/15tuba1/tuba1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2362",1,"The Competition","",1,"GLENN KENNY","‘The Competition’ Review: Vying for a Slot in an Elite Film School","In Claire Simon’s engaging, provocative documentary, future filmmakers go through a grueling process.","2019-02-21","2019-02-22","2019-03-21 16:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2019/02/21/movies/the-competition-review.html', 'suggested_link_text': 'Read the New York Times Review of The Competition'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/02/22/arts/22competition/22competition-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2363",2,"Wrestle","",1,"JEANNETTE CATSOULIS","‘Wrestle’ Review: On the Mat, Fighting for a Future","Raw and empathetic, Suzannah Herbert and Lauren Belfer’s vérité portrait of four high-school wrestlers disdains forced uplift.","2019-02-21","2019-02-22","2019-03-11 16:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/02/21/movies/wrestle-review.html', 'suggested_link_text': 'Read the New York Times Review of Wrestle'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/02/22/arts/22wrestle1/wrestle1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2364",3,"Apollo 11","G",1,"GLENN KENNY","‘Apollo 11’ Review: The 1969 Moon Mission Still Has the Power to Thrill","A new documentary uses previously unseen archival footage to show how astronauts first walked on the moon. It’s awe-inspiring.","2019-02-27","2019-03-08","2019-03-27 16:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/02/27/movies/apollo-11-review.html', 'suggested_link_text': 'Read the New York Times Review of Apollo 11'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/03/09/arts/apollo-11-anatomy/apollo-11-anatomy-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2365",4,"Transit","",1,"MANOHLA DARGIS","‘Transit’ Review: An Existential Puzzler With Jackboots and Terror","In the latest from the German director Christian Petzold, a German refugee dodges bullets as German soldiers swarm into present-day Paris.","2019-02-28","2019-03-01","2019-03-28 16:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/02/28/movies/transit-review.html', 'suggested_link_text': 'Read the New York Times Review of Transit'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/03/01/arts/01transit-1/01transit-1-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2366",5,"Woman at War","",1,"JEANNETTE CATSOULIS","‘Woman at War’ Review: Industrial Blight as Icelandic Fable","A fearless eco-activist makes a critical choice in this clever, gorgeously shot film.","2019-02-28","2019-03-01","2019-03-28 16:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/02/28/movies/woman-at-war-review.html', 'suggested_link_text': 'Read the New York Times Review of Woman at War'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/03/01/arts/01womanatwar1/womanatwar1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2367",6,"An Elephant Sitting Still","",1,"A.O. SCOTT","‘An Elephant Sitting Still’ Review: Bleak, Graceful Realism","This is the only feature from Hu Bo, a talented young Chinese director who died shortly after it was completed.","2019-03-06","2019-03-08","2019-03-29 16:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/03/06/movies/an-elephant-sitting-still-review.html', 'suggested_link_text': 'Read the New York Times Review of An Elephant Sitting Still'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/03/08/arts/06elephant1/06elephant1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2368",7,"Black Mother","",1,"GLENN KENNY","‘Black Mother’ Review: Exploring the Roots of Life Itself","In Khalik Allah’s poetic movie, the most prevalent perspective is not that of a documentarian, but of a filmmaker’s love.","2019-03-06","2019-03-08","2019-04-05 16:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/03/06/movies/black-mother-review.html', 'suggested_link_text': 'Read the New York Times Review of Black Mother'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/03/08/arts/08blackmother-print/black1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2369",8,"Gloria Bell","R",1,"MANOHLA DARGIS","‘Gloria Bell’ Review: Love Is in the Air for a Transcendent Julianne Moore","The Chilean writer-director Sebastián Lelio finds a perfect partner in Moore for this fantastic remake of his 2013 movie “Gloria.”","2019-03-07","2019-03-08","2019-04-07 16:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2019/03/07/movies/gloria-bell-review.html', 'suggested_link_text': 'Read the New York Times Review of Gloria Bell'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/03/08/arts/08gloriabell-print-1/08gloriabell-print-1-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2370",9,"Babylon","",1,"WESLEY MORRIS","‘Babylon’ Review: A Clear View of Black Londoners When Few Films Saw Them","This 1980 movie is just now being released in the United States, and it serves as a scrapbook of a particularly harsh moment in time.","2019-03-07","2019-03-08","2019-04-07 16:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2019/03/07/movies/babylon-review.html', 'suggested_link_text': 'Read the New York Times Review of Babylon'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/03/08/arts/08babylon-print/08babylon-print-mediumThreeByTwo210-v3.jpg', 'width': 210, 'height': 140}"
"2371",10,"3 Faces","",1,"MANOHLA DARGIS","‘3 Faces’ Review: On the Road in Iran (and Off It, Too)","In this pleasurably intelligent movie, Jafar Panahi explores the divide between fiction and documentary, past and present.","2019-03-07","2019-03-08","2019-04-07 16:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2019/03/07/movies/3-faces-review.html', 'suggested_link_text': 'Read the New York Times Review of 3 Faces'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/03/08/arts/08threefaces-1/00threefaces-1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
